frame,xmin,ymin,xmax,ymax,conf,cls
1,463.95025634765625,313.7105407714844,647.3045043945312,443.2751159667969,0.8715547323226929,2
1,638.599609375,204.6945343017578,789.876220703125,299.91888427734375,0.8691959381103516,2
1,172.88833618164062,207.51303100585938,324.3611755371094,334.4081115722656,0.8345863819122314,2
1,491.8396301269531,163.40838623046875,628.793212890625,259.7076721191406,0.8251351118087769,2
1,835.1002197265625,92.70513916015625,1013.2528076171875,273.5189208984375,0.8228777050971985,7
1,819.2755126953125,236.9354248046875,982.2271728515625,351.56353759765625,0.8109702467918396,2
1,1143.2413330078125,302.53759765625,1279.5438232421875,435.73016357421875,0.7969684600830078,2
1,824.8465576171875,482.68798828125,1003.56396484375,663.1693115234375,0.7946164011955261,2
1,138.61248779296875,109.88003540039062,256.83831787109375,195.82345581054688,0.779250979423523,2
1,364.62255859375,108.33747863769531,490.853515625,195.6759796142578,0.7519343495368958,2
1,78.16375732421875,181.7306671142578,213.199462890625,301.95892333984375,0.7100411653518677,2
1,314.7357177734375,490.5172119140625,909.8262939453125,717.3084716796875,0.6597914099693298,2
1,0.5609588623046875,420.2672424316406,252.17013549804688,711.6439208984375,0.6370486617088318,2
1,0.04109954833984375,64.78262329101562,71.80143737792969,136.4317626953125,0.5781533718109131,2
1,0.029300689697265625,241.2431640625,48.31844711303711,360.26055908203125,0.5426784157752991,2
1,1017.480712890625,678.6998291015625,1238.516357421875,715.7755126953125,0.4957222640514374,2
1,313.949462890625,493.079345703125,904.9805908203125,715.5260009765625,0.3853830397129059,5
2,652.44482421875,206.6986846923828,802.952392578125,304.54339599609375,0.889888346195221,2
2,168.34756469726562,206.1376953125,317.4615478515625,331.04071044921875,0.8828548789024353,2
2,457.60455322265625,309.439453125,639.0641479492188,439.70574951171875,0.8637656569480896,2
2,832.8740234375,238.8992919921875,997.755615234375,356.0087890625,0.8537740111351013,2
2,1161.8328857421875,305.14129638671875,1279.4229736328125,439.11151123046875,0.8411375880241394,2
2,504.1739501953125,165.674072265625,640.73779296875,262.0787048339844,0.8325371146202087,2
2,844.5995483398438,92.49224853515625,1022.2438354492188,275.8038330078125,0.7659804821014404,7
2,149.28036499023438,111.056884765625,267.1802062988281,200.5897216796875,0.7622981071472168,2
2,374.4461669921875,110.80097961425781,501.36859130859375,195.8524932861328,0.7500178813934326,2
2,69.58976745605469,178.7747344970703,207.5782012939453,301.95330810546875,0.7493463158607483,2
2,820.6571044921875,475.1575622558594,992.5733642578125,656.9254150390625,0.7336409687995911,2
2,317.43994140625,482.43023681640625,905.37255859375,715.4370727539062,0.6632513403892517,2
2,0.5481109619140625,420.95489501953125,253.15570068359375,711.7423706054688,0.6473940014839172,2
2,0.0,65.83819580078125,81.47654724121094,136.78265380859375,0.625359296798706,2
2,1007.09130859375,671.1511840820312,1231.274169921875,717.0755004882812,0.5618739724159241,2
2,0.0245513916015625,178.75462341308594,42.671875,357.34326171875,0.42345133423805237,2
2,313.8166809082031,485.0622253417969,902.240966796875,714.198974609375,0.3251994252204895,5
2,0.1117401123046875,243.0899658203125,41.62507629394531,356.8570556640625,0.26409628987312317,2
3,664.7576904296875,209.5557098388672,814.8770751953125,305.83453369140625,0.8876374363899231,2
3,846.8366088867188,240.78076171875,1009.9292602539062,362.2310791015625,0.8540253043174744,2
3,448.09326171875,307.1715087890625,629.90576171875,435.46435546875,0.84622722864151,2
3,516.9131469726562,167.23300170898438,656.9175415039062,264.7984619140625,0.8401438593864441,2
3,385.5731201171875,111.56658935546875,511.30950927734375,197.52081298828125,0.8254657983779907,2
3,161.49920654296875,205.53692626953125,310.35308837890625,329.059326171875,0.7992994785308838,2
3,1178.551025390625,309.07122802734375,1279.379638671875,446.72381591796875,0.7778660655021667,2
3,856.461181640625,93.25629425048828,1033.055419921875,277.6151123046875,0.75716632604599,7
3,61.494232177734375,178.73898315429688,194.296630859375,297.2091369628906,0.7422630786895752,2
3,818.8494873046875,480.55682373046875,982.0433349609375,651.4567260742188,0.7282590270042419,2
3,159.2601318359375,111.7188720703125,278.74078369140625,202.98065185546875,0.7132949233055115,2
3,0.5684356689453125,420.44671630859375,254.39556884765625,711.8472290039062,0.6898859739303589,2
3,0.5926971435546875,67.05815887451172,91.16465759277344,141.7493896484375,0.5971845984458923,2
3,320.76092529296875,474.28863525390625,904.4440307617188,713.2499389648438,0.5712705850601196,2
3,992.005126953125,665.6480712890625,1219.6416015625,717.8140869140625,0.5281439423561096,2
3,312.35223388671875,475.39697265625,903.3909301757812,712.5794677734375,0.375933974981308,7
3,0.0,221.70751953125,37.04472351074219,354.67681884765625,0.35806378722190857,2
3,311.68524169921875,476.305908203125,902.2749633789062,712.494873046875,0.34246695041656494,5
4,863.9285888671875,245.0584716796875,1030.8485107421875,364.48828125,0.887252151966095,2
4,680.581298828125,211.488037109375,832.645263671875,310.007080078125,0.8750754594802856,2
4,438.670166015625,304.1993103027344,617.1409912109375,430.7635192871094,0.8669019341468811,2
4,533.32421875,172.05023193359375,672.789306640625,269.0466613769531,0.8498823046684265,2
4,401.031005859375,112.75994873046875,527.0682373046875,199.76568603515625,0.8298965096473694,2
4,867.72900390625,95.44768524169922,1048.0223388671875,281.2032470703125,0.7998315691947937,7
4,1206.0712890625,314.14605712890625,1279.32568359375,451.76666259765625,0.7375028133392334,2
4,174.31658935546875,114.46456909179688,292.1539306640625,201.16128540039062,0.7154265642166138,2
4,50.733642578125,174.42288208007812,181.10394287109375,293.4826965332031,0.7119045853614807,2
4,150.35958862304688,201.74427795410156,299.6163330078125,324.1702880859375,0.6507667899131775,2
4,0.00609588623046875,67.17330169677734,105.26351165771484,145.00643920898438,0.6377475261688232,2
4,0.6646270751953125,419.51275634765625,254.27569580078125,711.4899291992188,0.6117403507232666,2
4,811.0106201171875,465.0836181640625,967.2210693359375,642.9490966796875,0.5784044861793518,2
4,313.49542236328125,468.22515869140625,898.3862915039062,712.3926391601562,0.5607485771179199,5
4,983.3767700195312,651.2759399414062,1209.239013671875,719.5252075195312,0.502006471157074,2
4,0.0,214.74700927734375,26.883800506591797,351.4898681640625,0.4229884147644043,2
4,314.35528564453125,466.4815368652344,898.0401000976562,712.3817138671875,0.41865789890289307,7
5,693.22021484375,213.06430053710938,846.160400390625,312.2238464355469,0.8884202837944031,2
5,430.3816833496094,302.25579833984375,607.3975830078125,427.91546630859375,0.8484579920768738,2
5,878.6007080078125,247.93914794921875,1043.103271484375,367.84246826171875,0.8466997742652893,2
5,545.133544921875,173.9996337890625,687.427734375,271.8885498046875,0.8040491938591003,2
5,411.819091796875,114.25430297851562,538.8870849609375,201.56344604492188,0.7988152503967285,2
5,145.42083740234375,199.50433349609375,291.42755126953125,322.13739013671875,0.7955918908119202,2
5,181.35903930664062,115.47909545898438,303.9070739746094,203.11965942382812,0.7340473532676697,2
5,878.837158203125,96.88381958007812,1056.3408203125,286.4702453613281,0.7186519503593445,7
5,803.2113037109375,460.1852111816406,957.218505859375,635.8228759765625,0.6963210105895996,2
5,42.46797180175781,174.8993377685547,176.9256591796875,291.91790771484375,0.6778894662857056,2
5,1225.755615234375,315.1488037109375,1279.429443359375,455.0008544921875,0.6706607937812805,2
5,0.614471435546875,419.9406433105469,253.5228271484375,711.41357421875,0.5889112949371338,2
5,967.7733154296875,641.4058837890625,1200.3572998046875,719.0211181640625,0.5803834199905396,2
5,1.446807861328125,69.36061096191406,117.97093200683594,146.63572692871094,0.5543252825737,2
5,0.0,245.29928588867188,22.642593383789062,350.6526184082031,0.5349650382995605,2
5,314.6914978027344,460.9541015625,896.5130615234375,713.3638916015625,0.3602806329727173,7
6,891.985595703125,251.5780029296875,1057.438720703125,372.37286376953125,0.8616845607757568,2
6,421.4534912109375,300.4185791015625,599.0565185546875,425.90716552734375,0.8496838808059692,2
6,559.762939453125,175.54409790039062,699.9619140625,274.1638488769531,0.8333041071891785,2
6,704.6025390625,216.7074737548828,859.8455810546875,316.48419189453125,0.8186591863632202,2
6,137.04290771484375,197.2532958984375,284.5072021484375,320.80035400390625,0.8072149753570557,2
6,421.64361572265625,115.71157836914062,549.3543090820312,204.10928344726562,0.7963132262229919,2
6,34.5875244140625,175.19415283203125,173.3336181640625,290.4403076171875,0.7939574122428894,2
6,193.26092529296875,116.66567993164062,315.96600341796875,205.86392211914062,0.7492697834968567,2
6,807.698486328125,462.89801025390625,944.7486572265625,627.1224975585938,0.7417762279510498,2
6,889.2825927734375,97.4997787475586,1069.2811279296875,286.3888854980469,0.703525960445404,7
6,1246.5062255859375,327.329345703125,1279.5299072265625,459.18145751953125,0.6807860136032104,2
6,320.9803466796875,453.3945007324219,887.601318359375,714.309326171875,0.5993884801864624,5
6,957.97998046875,631.5205078125,1191.588623046875,719.103271484375,0.595508873462677,2
6,18.825607299804688,69.502685546875,127.06549072265625,145.7967529296875,0.5660699009895325,2
6,0.669830322265625,419.90185546875,253.6011962890625,711.4818115234375,0.4607814848423004,2
6,0.05028533935546875,244.21343994140625,16.370458602905273,350.61334228515625,0.39129185676574707,2
7,909.730224609375,257.2159423828125,1078.1046142578125,377.79443359375,0.9033032655715942,2
7,720.7670288085938,220.65769958496094,875.7573852539062,320.638916015625,0.8601539134979248,2
7,575.2454223632812,175.9681396484375,717.0297241210938,279.27545166015625,0.8509962558746338,2
7,411.6761474609375,296.0799560546875,586.7620849609375,421.988525390625,0.8323121070861816,2
7,128.44534301757812,194.17572021484375,274.85784912109375,316.38153076171875,0.8278012275695801,2
7,23.261123657226562,174.32986450195312,167.05844116210938,286.89093017578125,0.7705509662628174,2
7,207.65899658203125,118.47439575195312,329.36322021484375,206.86318969726562,0.7683973908424377,2
7,435.9747314453125,117.05813598632812,563.9869384765625,207.14752197265625,0.7520549893379211,2
7,807.9160766601562,461.0570068359375,930.4280395507812,621.1593017578125,0.7440463900566101,2
7,902.1593017578125,97.16354370117188,1082.0802001953125,287.0066223144531,0.731647253036499,7
7,32.713008880615234,71.80810546875,141.6602783203125,148.19873046875,0.7007235288619995,2
7,920.744140625,619.85498046875,1179.910888671875,717.31494140625,0.615706205368042,2
7,0.7669830322265625,420.951171875,253.00540161132812,711.408203125,0.39594000577926636,2
7,315.28936767578125,444.34747314453125,884.9317016601562,712.9555053710938,0.3910177946090698,7
8,921.85986328125,258.88275146484375,1093.249755859375,383.99664306640625,0.8819292783737183,2
8,587.908935546875,177.4036865234375,730.453369140625,281.73834228515625,0.8464430570602417,2
8,403.592041015625,292.68994140625,578.916259765625,418.209228515625,0.8231077790260315,2
8,734.8087158203125,224.4014892578125,889.3154296875,324.64276123046875,0.813068151473999,2
8,446.51654052734375,117.69381713867188,576.1204223632812,208.75509643554688,0.7741673588752747,2
8,218.02493286132812,120.93904113769531,339.0997619628906,212.8636932373047,0.7616032958030701,2
8,121.42819213867188,194.08343505859375,266.763916015625,312.81512451171875,0.741780161857605,2
8,17.027664184570312,172.14004516601562,163.2290802001953,281.3805236816406,0.727827250957489,2
8,911.7686767578125,100.496337890625,1091.525390625,288.43109130859375,0.6778227090835571,7
8,932.8558959960938,610.5785522460938,1168.63623046875,716.4743041992188,0.666076123714447,2
8,306.7996826171875,437.06097412109375,883.429931640625,712.8764038085938,0.616308867931366,5
8,42.202789306640625,72.56300354003906,150.60159301757812,150.8225860595703,0.5924800038337708,2
8,0.714996337890625,421.6665344238281,253.4779052734375,711.6591796875,0.5060524344444275,2
8,809.32861328125,461.7116394042969,920.959228515625,614.927490234375,0.40450602769851685,2
8,0.0533294677734375,86.69075012207031,65.3615951538086,212.56922912597656,0.2518686354160309,2
9,748.49560546875,227.3131866455078,903.6689453125,328.14508056640625,0.860837459564209,2
9,396.2113037109375,289.88153076171875,570.6690673828125,413.42327880859375,0.8346490859985352,2
9,936.68212890625,262.71441650390625,1107.08544921875,385.60369873046875,0.8191351890563965,2
9,458.36688232421875,119.69830322265625,588.2744750976562,209.86431884765625,0.8089432716369629,2
9,601.011474609375,179.34979248046875,742.702880859375,285.83099365234375,0.8074657320976257,2
9,115.14700317382812,190.43385314941406,260.3252868652344,311.9306640625,0.7904978394508362,2
9,228.88919067382812,122.6705322265625,350.9261779785156,211.0133056640625,0.7615724802017212,2
9,8.454254150390625,172.15484619140625,155.27481079101562,281.7589111328125,0.7110578417778015,2
9,52.72512435913086,73.74213409423828,161.67230224609375,151.28338623046875,0.6563085913658142,2
9,922.879150390625,100.43429565429688,1103.36376953125,293.2509460449219,0.5718388557434082,7
9,900.45654296875,603.3309326171875,1164.442626953125,716.6824951171875,0.5711476802825928,2
9,0.7874298095703125,421.6529846191406,253.24520874023438,711.5072021484375,0.5372616648674011,2
9,795.434326171875,446.6715087890625,908.1922607421875,607.6505126953125,0.5238388180732727,2
9,302.25152587890625,429.92950439453125,898.6986694335938,708.8383178710938,0.3272080421447754,7
9,0.0,87.11394500732422,76.52760314941406,163.34375,0.3225896954536438,2
9,302.618896484375,428.8454284667969,896.2117919921875,713.357666015625,0.2994031608104706,5
10,385.143310546875,286.03936767578125,557.261474609375,408.57537841796875,0.8617041707038879,2
10,955.1207275390625,265.777587890625,1128.7789306640625,394.63092041015625,0.8335222601890564,2
10,765.02587890625,229.2451629638672,922.257568359375,335.64141845703125,0.8309320211410522,2
10,617.0187377929688,183.0283966064453,761.7062377929688,289.34625244140625,0.8128271102905273,2
10,240.570556640625,125.42314147949219,363.28924560546875,215.1438446044922,0.7971640825271606,2
10,104.56591033935547,188.85293579101562,251.0064697265625,307.7847595214844,0.7606388926506042,2
10,473.32257080078125,121.76193237304688,603.9332885742188,212.14517211914062,0.7351917028427124,2
10,65.0567626953125,75.93029022216797,175.73989868164062,153.0899658203125,0.7304649949073792,2
10,881.9029541015625,591.097412109375,1144.878662109375,715.610595703125,0.6704592108726501,2
10,0.79840087890625,421.7453308105469,253.8541717529297,711.322021484375,0.6321739554405212,2
10,0.9160919189453125,170.39450073242188,145.65818786621094,277.94268798828125,0.6180336475372314,2
10,935.035888671875,102.64385986328125,1118.2451171875,294.2016906738281,0.4748324155807495,5
10,934.8458251953125,102.48111724853516,1117.0709228515625,296.1834411621094,0.47005167603492737,7
10,794.2874755859375,440.8401794433594,893.2457275390625,599.8790283203125,0.4478803277015686,2
10,0.0,87.68743896484375,78.61249542236328,155.01235961914062,0.36875903606414795,2
11,967.9288940429688,267.8470153808594,1143.688232421875,397.2669982910156,0.8634291291236877,2
11,778.205078125,233.45947265625,935.2088623046875,339.340576171875,0.8575031757354736,2
11,377.63775634765625,283.526611328125,551.5610961914062,405.6785888671875,0.8527269959449768,2
11,254.12127685546875,126.80654907226562,375.8609619140625,217.30758666992188,0.8356005549430847,2
11,629.6466064453125,186.78280639648438,773.7247314453125,292.3557434082031,0.8285394310951233,2
11,483.71075439453125,123.74200439453125,612.0380249023438,214.90875244140625,0.7770931720733643,2
11,100.08975219726562,188.1005401611328,243.74813842773438,305.33673095703125,0.7670674920082092,2
11,944.97216796875,105.48867797851562,1128.765380859375,294.6797180175781,0.6990159749984741,7
11,76.107666015625,77.89604187011719,188.0775146484375,155.3291778564453,0.6977637410163879,2
11,0.0096435546875,419.557861328125,254.5767822265625,709.087890625,0.6399697065353394,2
11,0.490020751953125,166.8345947265625,137.15689086914062,275.1449279785156,0.5539543032646179,2
11,885.1959228515625,583.8572998046875,1131.753662109375,716.2440185546875,0.4896848499774933,2
11,300.2002258300781,413.3245849609375,1137.822998046875,715.572021484375,0.4362218976020813,7
11,0.6783676147460938,90.26943969726562,97.49981689453125,159.48443603515625,0.4051446318626404,2
12,788.685546875,235.02978515625,947.5009765625,342.1123046875,0.870943009853363,2
12,983.606201171875,270.34075927734375,1161.165771484375,401.85540771484375,0.8603547215461731,2
12,263.54217529296875,128.7733154296875,385.69342041015625,219.99832153320312,0.8597193956375122,2
12,90.96952056884766,186.92437744140625,235.62667846679688,303.883056640625,0.8518365025520325,2
12,370.0699462890625,280.06671142578125,542.7305908203125,401.82940673828125,0.8507189750671387,2
12,641.7440795898438,189.73440551757812,787.5320434570312,294.8810729980469,0.8167735934257507,2
12,494.0476379394531,125.01776123046875,624.204833984375,215.60736083984375,0.7974826097488403,2
12,956.7464599609375,108.02761840820312,1136.6951904296875,297.1024475097656,0.7437772154808044,7
12,0.0,162.577880859375,120.29533386230469,272.3047180175781,0.7412480711936951,2
12,86.78369903564453,78.74073791503906,197.6346435546875,154.9731903076172,0.7401596307754517,2
12,865.982177734375,577.0507202148438,1121.9691162109375,715.4883422851562,0.6802583336830139,2
12,0.02386474609375,419.5556335449219,254.8387451171875,708.9716796875,0.6323358416557312,2
12,5.811332702636719,94.15744018554688,111.25920104980469,164.1529541015625,0.5809849500656128,2
12,286.54425048828125,407.4039306640625,877.8057250976562,710.8621826171875,0.4915205240249634,7
13,1002.122802734375,274.3414001464844,1181.50537109375,408.9692687988281,0.903654158115387,2
13,807.2570190429688,240.37371826171875,966.2922973632812,345.2476806640625,0.894992470741272,2
13,82.17864990234375,184.01516723632812,225.16445922851562,300.2351379394531,0.8809459805488586,2
13,277.0849609375,131.47586059570312,400.682373046875,221.99429321289062,0.8797391057014465,2
13,657.9825439453125,192.91839599609375,803.7647705078125,297.94134521484375,0.8752846121788025,2
13,359.24359130859375,276.418701171875,528.1268310546875,395.34771728515625,0.8725888133049011,2
13,98.96705627441406,79.60284423828125,210.42332458496094,157.674560546875,0.787794291973114,2
13,508.52716064453125,126.8873291015625,639.5575561523438,217.89971923828125,0.7775838375091553,2
13,867.244140625,566.640625,1108.0347900390625,716.151123046875,0.7172867655754089,2
13,968.8232421875,109.8031005859375,1151.089599609375,304.20758056640625,0.6713950634002686,7
13,0.0,162.09841918945312,119.3585205078125,271.4006652832031,0.6109682321548462,2
13,0.0015106201171875,418.3429260253906,254.698486328125,708.9383544921875,0.5714676976203918,2
13,17.221878051757812,95.81856536865234,116.43498229980469,163.53567504882812,0.501112699508667,2
13,277.4911804199219,400.7087097167969,871.259521484375,712.1796875,0.3570539653301239,7
14,1015.628662109375,279.73065185546875,1195.400390625,413.05731201171875,0.8899267315864563,2
14,670.891845703125,194.10763549804688,818.4222412109375,302.5872497558594,0.8675476312637329,2
14,287.9952392578125,131.62808227539062,412.5611572265625,220.18502807617188,0.8588417768478394,2
14,351.6517333984375,273.96539306640625,520.5833740234375,393.6929931640625,0.8565791249275208,2
14,818.5032958984375,243.59710693359375,979.2232666015625,350.10028076171875,0.853272557258606,2
14,76.03231811523438,181.817626953125,220.23175048828125,297.802001953125,0.8344593048095703,2
14,519.256591796875,128.83767700195312,653.5804443359375,219.70632934570312,0.8181577920913696,2
14,978.314453125,110.14373779296875,1164.6552734375,304.24462890625,0.7534570693969727,7
14,110.56236267089844,80.91020202636719,222.55555725097656,159.9084930419922,0.7252594828605652,2
14,862.053466796875,561.05908203125,1101.179931640625,715.5732421875,0.6914640069007874,2
14,0.002197265625,418.0377197265625,254.7750701904297,708.6427001953125,0.6268209218978882,2
14,0.10706329345703125,161.05718994140625,115.22521209716797,266.09027099609375,0.6238343119621277,2
14,275.00164794921875,395.4521484375,859.0698852539062,711.1793212890625,0.5714288949966431,7
14,33.26691818237305,96.16738891601562,123.09220886230469,162.60809326171875,0.42842116951942444,2
15,1030.6837158203125,284.3430480957031,1211.3765869140625,417.1232604980469,0.9035555720329285,2
15,682.55712890625,197.0166015625,831.88037109375,305.98785400390625,0.876153826713562,2
15,831.106201171875,244.8370361328125,994.078125,353.719482421875,0.8567207455635071,2
15,299.5165710449219,133.04058837890625,422.3603820800781,226.6038818359375,0.8303952813148499,2
15,70.49261474609375,181.43577575683594,211.96017456054688,294.5343017578125,0.8172611594200134,2
15,343.13519287109375,271.66217041015625,511.244140625,390.72503662109375,0.8130084872245789,2
15,531.32080078125,130.38568115234375,663.186279296875,221.6419677734375,0.803551435470581,2
15,988.4876098632812,111.20779418945312,1175.379150390625,306.75274658203125,0.7747385501861572,7
15,120.18492889404297,81.19319152832031,233.100341796875,159.82566833496094,0.7643182873725891,2
15,842.70068359375,554.4642333984375,1083.51123046875,714.8277587890625,0.6982804536819458,2
15,0.0057830810546875,418.20758056640625,255.46363830566406,708.5779418945312,0.6848731637001038,2
15,40.73769760131836,97.35816192626953,139.78515625,165.3944091796875,0.5080502033233643,2
15,271.983154296875,389.3612060546875,839.329833984375,710.2169189453125,0.46845078468322754,7
15,0.05135345458984375,157.87005615234375,102.0875244140625,260.88238525390625,0.46038854122161865,2
15,273.0074462890625,388.42791748046875,840.7061767578125,711.9349975585938,0.3823168873786926,5
15,0.0,62.71965026855469,52.18182373046875,154.2205047607422,0.33588483929634094,2
16,1049.802734375,290.41632080078125,1230.79052734375,421.00457763671875,0.8786885142326355,2
16,848.197509765625,248.16561889648438,1010.827392578125,356.8704528808594,0.8772416114807129,2
16,333.96868896484375,267.7948913574219,499.397216796875,386.2743835449219,0.8377800583839417,2
16,698.933837890625,200.033447265625,850.19970703125,312.65863037109375,0.8328893780708313,2
16,312.0997314453125,135.69644165039062,436.4271240234375,228.33737182617188,0.8272647857666016,2
16,545.758544921875,131.69915771484375,679.2384033203125,223.68701171875,0.7927034497261047,2
16,58.26800537109375,177.08956909179688,201.41629028320312,292.6617736816406,0.7791281342506409,2
16,132.0062255859375,83.20438385009766,247.634765625,162.55746459960938,0.7532379031181335,2
16,835.253662109375,543.843994140625,1071.06298828125,717.052490234375,0.708971381187439,2
16,1002.1769409179688,114.34664916992188,1189.083251953125,310.4858093261719,0.6864777207374573,7
16,0.84051513671875,419.8260498046875,254.46568298339844,711.0841064453125,0.672094464302063,2
16,270.218017578125,381.1400146484375,828.9832763671875,710.67333984375,0.6134263277053833,7
16,0.018218994140625,155.76028442382812,89.87281799316406,266.8052062988281,0.5118687748908997,2
16,32.05870056152344,98.63162994384766,150.41392517089844,166.15359497070312,0.5040786266326904,2
16,271.6595458984375,380.67144775390625,828.3846435546875,711.6268920898438,0.4530853033065796,5
16,0.0,63.845001220703125,62.431541442871094,149.41287231445312,0.44117438793182373,2
17,1064.8182373046875,296.629150390625,1248.1436767578125,425.4600830078125,0.8660887479782104,2
17,712.10107421875,202.38714599609375,862.52294921875,314.71337890625,0.8576276898384094,2
17,325.0472106933594,265.81695556640625,490.3139953613281,382.47723388671875,0.8523008823394775,2
17,859.7745361328125,251.76889038085938,1026.4119873046875,359.6715393066406,0.8519827723503113,2
17,322.7677307128906,138.05209350585938,448.7615051269531,231.95578002929688,0.8238424062728882,2
17,53.1905517578125,175.24769592285156,193.66412353515625,290.4251708984375,0.7700273394584656,2
17,144.45147705078125,84.3349609375,257.27984619140625,162.468994140625,0.7642292380332947,2
17,557.0538330078125,133.38482666015625,690.1708984375,225.49005126953125,0.7575985789299011,2
17,822.8804931640625,539.7423095703125,1058.5263671875,716.0133056640625,0.7114923000335693,2
17,1012.3141479492188,115.62982177734375,1199.229736328125,312.75830078125,0.6730316877365112,7
17,0.8285369873046875,420.3675842285156,254.099853515625,710.8656005859375,0.6063441634178162,2
17,266.38720703125,374.2185974121094,824.0633544921875,710.8795166015625,0.5372348427772522,7
17,43.762081146240234,99.61853790283203,162.47625732421875,167.85498046875,0.5056725144386292,2
17,275.26202392578125,374.66522216796875,823.5220336914062,711.6598510742188,0.46461454033851624,5
17,0.087066650390625,64.77359771728516,75.19577026367188,150.69509887695312,0.44220125675201416,2
17,1114.8502197265625,671.8577270507812,1278.4600830078125,718.1718139648438,0.2580294609069824,2
18,1079.212158203125,298.7491455078125,1263.541259765625,429.64044189453125,0.8759447336196899,2
18,874.6395263671875,255.72607421875,1039.8128662109375,364.9066162109375,0.8745564222335815,2
18,335.16046142578125,140.01187133789062,458.80694580078125,232.53213500976562,0.8570458292961121,2
